subject_id,subject_slug,subject_type,subject_characters,deprecated_meaning_hint,deprecated_meaning_mnemonic,deprecated_meanings,deprecated_reading_hint,deprecated_reading_mnemonic
1082,改,Kanji,改,"Imagine the cobra flying out of his hole shouting ""I'M RENEWWWWWEEDDD!!!!"" all while smiling a nice big smile.","A [radical]cobra[/radical] goes into [radical]winter[/radical] feeling bad about things. He's eaten a ton and just wants to stay warm. He sits in his hole all winter long, waiting, waiting for spring time. Then, when it comes he bursts out of his hole to [kanji]renew[/kanji] his life and to renew the spring season!","","The cobra was so happy about renewing! But, I guess the coyotes can be happy now too. I hope you feel sad for the cobra, it will help you to remember this reading.","But, as he's [kanji]renew[/kanji]ing himself by flying out into the warmish spring weather, a [reading]coy[/reading]ote ([ja]かい[/ja]) chomps him out of the air, shakes him, and walks the cobra back to her baby coyote pups. This will help to [kanji]renew[/kanji] the coyote pups, at least!"
1389,壊,Kanji,壊,Imagine sitting as your seat breaks out from underneath you. You land at Sauron's feet and he doesn’t look happy about you ruining the cross that you landed on. Feel the cross break beneath you as well and feel fear at Sauron’s impending wrath.,"While observing a [radical]grave[/radical] and a [radical]cross[/radical] that [radical]Sauron[/radical] is making while wearing the [radical]clothes[/radical] of a gravedigger, you [kanji]break[/kanji] the branch you were sitting on. Crap, now Sauron is going to know you were spying on him. Dangit, why did that branch have to break?","",Hear the coyote snarl as it attacks Sauron. Hear Sauron scream in agony as the coyote clamps down on his arm. Where did that coyote come from anyway?,"Before Sauron can get a hold of you and [kanji]break[/kanji] all your bones for breaking his precious cross he was making for the grave, a [reading]coy[/reading]ote ([ja]かい[/ja]) comes out of nowhere and attacks Sauron, knocking him down. You have no idea where the coyote came from, but you don’t pause to think. You get right up and hightail it outta there."
1420,快,Kanji,快,Imagine catching this fish stick with a hook and then feeding it to this person. See their expression change drastically until they look incredibly pleasant. See them smiling and laughing and looking so very pleasant.,"You catch a [radical]fish stick[/radical] with a [radical]hook[/radical] in order to give it to a [radical]person[/radical] and make them [kanji]pleasant[/kanji]. This person wasn’t pleasant before, so in order to make them pleasant, you gave them their favorite food – fish sticks.","","You toss the fish stick at the coyote. Hear the coyote scarfing up the fish stick, smacking its lips, as you back slowly away and make your escape.","Unfortunately, [reading]coy[/reading]otes ([ja]かい[/ja]) also find fish sticks to be [kanji]pleasant[/kanji], and soon you attract some of them. The coyotes surround you and the other person, eying up your fish sticks. You’d better give up the fish stick, these coyotes don’t look very pleasant."
1587,介,Kanji,介,Imagine jamming in this hut. Pick up the hut and jam it in between the other homes in the area.,A [radical]hut[/radical] is [kanji]jammed in[/kanji] a development. There's barely any room for this hut in the community but they jammed in the hut anyway.,"",Hear the coyote howl and snarl as he watches you jam in your hut in the safety of the community. He's not happy.,"The reason you [kanji]jammed in[/kanji] the hut is because a [reading]coy[/reading]ote ([ja]かい[/ja]) is in the area. The coyote is dangerous, but since your hut is now jammed in with a bunch of other homes, you feel more safe."
2040,悔,Kanji,悔,Imagine eating this fish stick. Taste its fishy regret taste. Feel your body become heavy with every regret imaginable. It’s not pleasant.,"Eating [radical]fish sticks[/radical] fills you with [radical]every[/radical] kind of [kanji]regret[/kanji]. Regret for eating a poor fish, regret for eating unhealthily, and regret for having no one to share them with. Every regret enters your body as you eat these fish sticks.","","Feel yourself gaining even more regret as the coyote starts to tear you to pieces. The taste of fish sticks lingers on your tongue as your world slowly fades to black. Oh, regret.",You [kanji]regret[/kanji] eating these fish sticks even more when a [reading]coy[/reading]ote ([ja]かい[/ja]) shows up. Coyotes love fish sticks and will brutally murder any and every person who has fish sticks so they can steal them. This coyote is going to murder you for your fish sticks.
2228,拐,Kanji,拐,Imagine getting hit in the mouth with a nailbat and then a sword as someone kidnaps you. I guess they thought you wouldn't cooperate with being kidnapped so they made sure you'd be out.,You get hit in the [radical]mouth[/radical] with a [radical]nailbat[/radical] AND a [radical]sword[/radical]. When you come to it seems that someone [kanji]kidnap[/kanji]ped you! What the hell. They could have been a little more gentle about it! ,"","You have so many questions for this coyote, but you guess that's all a part of what kidnapping is about. ","Your [kanji]kidnap[/kanji]ped self wakes up and sees a [reading]coy[/reading]ote ([ja]かい[/ja]) holding the nailbat and the sword. Wait, a coyote kidnapped you? Why? And how is it even holding those weapons?!"
1093,害,Kanji,害,"Only so much a helmet can protect. Sure, your life is saved, but your mouth got banged up. Imagine yourself on a bike, flying off, and banging your mouth on the ground. At least you're alive, right?",You must wear a [radical]helmet[/radical] to protect your [radical]life[/radical]. But when you crash things like your [radical]mouth[/radical] will still get [kanji]damage[/kanji] and [kanji]injury[/kanji] to them.,"","Your life was saved, but the [kanji]injury[/kanji] will forever be there. This mask covers it because you don't want people to see. You want to be anonymous.","Because you took so much [kanji]damage[/kanji] to your mouth, you had to start wearing a [reading]Guy[/reading] ([ja]がい[/ja]) Fawkes mask."
1993,崖,Kanji,崖,"Imagine standing next to these two graves and seeing the one cliff and then the other. You’re afraid of heights, so the double cliff is really freaking you out.","On a [radical]mountain[/radical] [radical]cliff[/radical] there is a [radical]grave[/radical] and then another [radical]grave[/radical], and also another [kanji]cliff[/kanji]! This is the mountain cliff of redundancy. Like, cliff-ception or something. There’s also two graves as well.","",Imagine the pain you feel from tumbling down these cliffs. That guy shouting guy is getting pretty annoying too. He just keeps saying “guy” over and over again! Maybe those two graves are for people he killed with his annoying voice.,"As you’re peering over the [kanji]cliff[/kanji], somebody behind you shouts, “Hey, [reading]guy[/reading] ([ja]がい[/ja])!” This startles you and you tumble down one cliff and then the other. The guy who shouted at you shouts again. “Hey guy! Are you okay? Guy? Guy!!!”"
2064,概,Kanji,概,Imagine holding this good fang tree thing in your hand. Make an approximation for how much it is worth. Turn it over in your hands as you concentrate intently.,"A [radical]tree[/radical] and a [radical]good[/radical] [radical]fang[/radical] are a solid [kanji]approximation[/kanji] of how much this trinket of yours is worth. That’s because your trinket is made from a tree and a good looking fang. Therefore, the approximation given for how valuable it is should be fairly accurate.","","Imagine selling this trinket to the guy and getting $10,000. You’re rich now! “Thanks guy!” he calls after you.","As you’re making your [kanji]approximation[/kanji], somebody comes up and shouts, “Hey [reading]guy[/reading] ([ja]がい[/ja])! I’ll give you $10,000 for that trinket there, guy!” This guy must be crazy. That’s much more than your approximation of the value of this thing. But you sell it to the guy anyway."
2117,涯,Kanji,涯,"Look way far off, right at the horizon, to watch this scene play out.",A [radical]tsunami[/radical] is coming over the [radical]cliff[/radical] with the [radical]grave[/radical]s on it. You can see this happening very far away. It's right on the [kanji]horizon[/kanji].,"","Who is that guy who is deflecting the tsunami on the horizon? Just some guy, I guess. Just some guy.","Also standing on the horizon where the tsunami is hitting the cliff is some [reading]guy[/reading] ([ja]がい[/ja]). He just stands there, and this guy then deflects the tsunami out of the way."
